Unnamed: 0,Case,Year,Court,Jurisdiction,Category,Medium,Outcome,Computer Program,Education/Scholarship/Research,Eleventh Circuit,"Eleventh Circuit, Internet/Digitization, Textual work","Federal Circuit, Sculpture, Photograph",Film/Audiovisual,"Film/Audiovisual, Format shifting/Space shifting, Internet/Digitization","Film/Audiovisual, Internet/Digitization, Review/Commentary","Film/Audiovisual, Music","Film/Audiovisual, Parody/Satire","Film/audiovisual, Used in government proceeding",Films/Audiovisual,First Circuit,Format shifting/Space shifting,Format shifting/space shifting,Fourth Circuit,"Fourth Circuit, Photograph, Internet/Digitization",Internet,Internet/Digitization,"Internet/Digitization, Film/Audiovisual",Music,News Reporting,News Reporting Photograph;,News reporting,Ninth Circuit,"Ninth Circuit, Photograph, Review/Commentary",Other visual arts,Painting/Drawing/Graphic,Parody/Satire,Photograph,"Photograph, Review/Commentary",Review/Commentary,"Review/Commentary, Internet/Digitization",Sculpture,Second Circuit,"Second Circuit, Internet/Digitization, Music","Second Circuit, Internet/Digitization, News reporting, Photograph","Second Circuit, Photograph, Review/Commentary, Internet/Digitization, News reporting",Seventh Circuit,Textual Work,Unpublished,Used in government proceeding
226,"Encyclopedia Brittanica Educ. Corp. v. Crooks, 542 F. Supp. 1156 (W.D.N.Y. 1982)",1982,W.D.N.Y.,Second Circuit,Education/Scholarship/Research; Film/Audiovisual; Format shifting/Space shifting,Text,Fair use not found,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"MCA, Inc. v. Wilson, 677 F.2d 180 (2d Cir. 1981)",1981,2d Cir.,Second Circuit,Review/Commentary; Music,Text,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,"Iowa State Univ. Research Found., Inc., v. Am. Broad. Cos., Inc., 621 F.2d 57 (2d Cir. 1980)",1980,2d Cir.,Second Circuit,Film/Audiovisual; News reporting,Text,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,"N.Y. Times Co. v. Roxbury Data Interface, Inc., 434 F. Supp. 217 (D.N.J. 1977)",1977,D.N.J.,Third Circuit,Education/Scholarship/Research; Textual work,Text,Fair use found,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,"H.C. Wainwright & Co. v. Wall St. Transcript Corp., 418 F. Supp. 620 (S.D.N.Y. 1976), aff’d, 558 F.2d 91 (2d Cir. 1977), cert. denied, 434 U.S. 1014 (1978)",1976,S.D.N.Y.,Second Circuit,News reporting; Textual work,Text,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,"Eisenschiml v. Fawcett Publ’ns, Inc., 246 F.2d 598 (7th Cir. 1957)",1957,7th Cir.,Seventh Circuit,Education/Scholarship/Research; Textual work,Text,Fair use found,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,"Toksvig v. Bruce Pub. Co., 181 F.2d 664 (7th Cir. 1950)",1950,7th Cir.,Seventh Circuit,Education/Scholarship/Research; Textual work,Text,Fair use not found,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,"Folsom v. Marsh, 9 F. Cas. 342 (C.C.D. Mass. 1841)",1841,C.C.D. Mass.,First Circuit,Education/Scholarship/Research; Textual work,Text,Fair use not found,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,"Brown v. Netflix, Inc., 855 F. App’x 61 (2d Cir. 2021)",2021,2d Cir.,Second Circuit,Music; Film/Audiovisual,Audio,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"Chapman v. Maraj, No. 2:18-cv 09088-VAP-SS (C.D. Cal. Sept. 16, 2020)",2020,C.D. Cal.,Ninth Circuit,Music,Audio,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"Comerica Bank & Trust, N.A. v. Habib, No. 17-12418-LTS (D. Mass. Jan. 6, 2020)",2020,D. Mass.,First Circuit,First Circuit; Film/Audiovisual; Music,Audio,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Estate of James Oscar Smith v. Cash Money Records, Inc., et al., No. 1:14-cv-02703 (S.D.N.Y. May 30, 2017)",2017,S.D.N.Y.,Second Circuit,Second Circuit; Music,Audio,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,"Henley v. DeVore, 733 F. Supp. 2d 1144 (C.D. Cal. 2010)",2010,C.D. Cal.,Ninth Circuit,Music; Parody/Satire,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"House of Bryant Publ’ns, L.L.C. v. A&E Television Networks, No. 3:09-0502 (M.D. Tenn. Oct. 30, 2009)",2009,M.D. Tenn.,Sixth Circuit,Film/Audiovisual; Music; Textual work,Audio,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,"United States v. Am. Soc’y of Composers, Authors and Publishers, 599 F. Supp. 2d 415 (S.D.N.Y. 2009), vacated, 627 F.3d 64 (2d Cir. 2010)",2009,S.D.N.Y.,Second Circuit,Internet; Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"Zomba Enters., Inc. v. Panorama Records, Inc., 491 F.3d 574 (6th Cir. 2007)",2007,6th Cir.,Sixth Circuit,Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"BMG Music v. Gonzalez, 430 F.3d 888 (7th Cir. 2005)",2005,7th Cir.,Seventh Circuit,Internet/Digitization; Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"A&M Records, Inc. v. Napster, Inc., 239 F.3d 1004 (9th Cir. 2001)",2001,9th Cir.,Ninth Circuit,Internet/Digitization; Format shifting/Space shifting; Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"Infinity Broad. Corp. v. Kirkwood,",1998,2d Cir.,Second Circuit,Format shifting/Space shifting; Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"New Line Cinema Corp. v. Bertlesman Music Grp., Inc., 693 F. Supp. 1517 (S.D.N.Y. 1988)",1988,S.D.N.Y.,Second Circuit,Film/Audiovisual; Music; Parody/Satire; Unpublished,Audio,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250,"Berlin v. E.C. Publ’ns, Inc., 329 F.2d 541 (2d Cir. 1964)",1964,2d Cir.,Second Circuit,Music; Parody/Satire,Audio,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Wihtol v. Crow, 309 F.2d 777 (8th Cir. 1962)",1962,8th Cir.,Eighth Circuit,Music,Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
